User_ID,Stage_Order,Stage_Name,Stage_Date,ID_Date,Avg_Feature_A_Usage,Avg_Feature_B_Usage,Avg_Feature_C_Usage
537,2,CTA Click,2025-03-28,20250328,2.84,4.55,64.15
538,1,Page View,2025-03-09,20250309,57.68,65.11,76.7
539,1,Page View,2025-02-10,20250210,41.66,63.9,49.8
540,1,Page View,2025-03-01,20250301,62.72,28.97,95.67
541,1,Page View,2025-03-03,20250303,48.29,80.47,68.5
542,1,Page View,2025-03-08,20250308,29.74,7.3,5.99
543,1,Page View,2025-03-24,20250324,43.96,48.43,20.4
544,1,Page View,2025-03-02,20250302,60.67,31.26,71.84
545,1,Page View,2025-02-18,20250218,73.42,86.08,97.54
546,1,Page View,2025-03-20,20250320,13.08,37.05,56.17
547,1,Page View,2025-01-29,20250129,31.91,46.65,26.75
548,1,Page View,2025-02-15,20250215,24.79,9.68,29.02
549,1,Page View,2025-01-21,20250121,38.41,61.54,24.83
549,2,CTA Click,2025-01-29,20250129,38.41,61.54,24.83
550,1,Page View,2025-02-03,20250203,86.53,15.97,32.74
551,1,Page View,2025-03-04,20250304,57.77,31.27,76.31
552,1,Page View,2025-01-07,20250107,49.83,51.47,49.88
553,1,Page View,2025-02-01,20250201,30.85,2.32,94.52
554,1,Page View,2025-02-02,20250202,50.54,96.67,21.51
555,1,Page View,2025-03-01,20250301,35.29,5.05,49.49
555,2,CTA Click,2025-03-03,20250303,35.29,5.05,49.49
556,1,Page View,2025-03-31,20250331,88.23,65.43,47.06
556,2,CTA Click,2025-04-07,20250407,88.23,65.43,47.06
557,1,Page View,2025-02-16,20250216,53.67,84.72,43.09
558,1,Page View,2025-03-26,20250326,88.25,72.75,76.39
559,1,Page View,2025-03-21,20250321,36.59,40.06,57.03
560,1,Page View,2025-01-30,20250130,19.47,55.32,7.35
560,2,CTA Click,2025-02-04,20250204,19.47,55.32,7.35
561,1,Page View,2025-02-26,20250226,50.43,76.44,27.97
562,1,Page View,2025-03-28,20250328,98.91,68.04,11.88
562,2,CTA Click,2025-04-04,20250404,98.91,68.04,11.88
563,1,Page View,2025-01-04,20250104,97.51,39.39,79.49
564,1,Page View,2025-03-23,20250323,33.91,93.89,75.5
565,1,Page View,2025-01-19,20250119,19.91,50.91,50.01
566,1,Page View,2025-03-14,20250314,4.53,13.7,33.3
566,2,CTA Click,2025-03-18,20250318,4.53,13.7,33.3
566,3,Signup,2025-03-24,20250324,4.53,13.7,33.3
567,1,Page View,2025-03-27,20250327,47.37,45.7,60.63
568,1,Page View,2025-01-30,20250130,51.55,32.8,61.31
569,1,Page View,2025-01-11,20250111,16.25,99.06,73.93
570,1,Page View,2025-03-30,20250330,29.92,33.64,82.83
570,2,CTA Click,2025-04-01,20250401,29.92,33.64,82.83
571,1,Page View,2025-03-29,20250329,53.23,70.87,29.98
571,2,CTA Click,2025-04-04,20250404,53.23,70.87,29.98
572,1,Page View,2025-03-13,20250313,81.57,36.84,67.38
572,2,CTA Click,2025-03-20,20250320,81.57,36.84,67.38
572,3,Signup,2025-03-24,20250324,81.57,36.84,67.38
572,4,First Data Connection,2025-03-26,20250326,81.57,36.84,67.38
573,1,Page View,2025-01-13,20250113,97.99,58.37,79.68
574,1,Page View,2025-03-11,20250311,72.53,68.8,2.66
575,1,Page View,2025-01-31,20250131,47.46,96.71,78.29
576,1,Page View,2025-02-02,20250202,77.62,57.76,72.14
576,2,CTA Click,2025-02-06,20250206,77.62,57.76,72.14
576,3,Signup,2025-02-08,20250208,77.62,57.76,72.14
577,1,Page View,2025-01-03,20250103,58.35,17.05,62.9
577,2,CTA Click,2025-01-08,20250108,58.35,17.05,62.9
578,1,Page View,2025-01-19,20250119,61.97,84.12,14.78
579,1,Page View,2025-03-17,20250317,68.07,3.16,94.82
580,1,Page View,2025-01-16,20250116,10.99,1.89,31.37
581,1,Page View,2025-03-02,20250302,15.14,69.05,41.04
582,1,Page View,2025-02-22,20250222,77.5,92.05,87.28
583,1,Page View,2025-01-14,20250114,73.58,6.23,13.81
584,1,Page View,2025-01-17,20250117,20.73,32.5,66.22
585,1,Page View,2025-02-02,20250202,52.55,31.38,17.32
586,1,Page View,2025-01-03,20250103,91.21,34.23,35.43
587,1,Page View,2025-01-06,20250106,77.2,72.09,64.33
588,1,Page View,2025-03-10,20250310,69.33,61.01,19.23
589,1,Page View,2025-03-09,20250309,24.65,55.81,22.49
590,1,Page View,2025-01-31,20250131,97.29,29.76,28.9
591,1,Page View,2025-03-07,20250307,20.73,70.5,31.7
591,2,CTA Click,2025-03-14,20250314,20.73,70.5,31.7
592,1,Page View,2025-01-10,20250110,34.88,93.37,79.54
593,1,Page View,2025-01-31,20250131,27.35,12.19,67.66
594,1,Page View,2025-02-15,20250215,37.97,98.02,81.84
594,2,CTA Click,2025-02-19,20250219,37.97,98.02,81.84
595,1,Page View,2025-03-01,20250301,95.46,80.46,29.05
595,2,CTA Click,2025-03-05,20250305,95.46,80.46,29.05
595,3,Signup,2025-03-09,20250309,95.46,80.46,29.05
596,1,Page View,2025-03-27,20250327,28.76,71.41,34.64
596,2,CTA Click,2025-03-31,20250331,28.76,71.41,34.64
597,1,Page View,2025-01-11,20250111,44.24,25.64,47.91
598,1,Page View,2025-01-17,20250117,20.21,53.86,93.3
599,1,Page View,2025-01-13,20250113,69.62,13.73,61.57
600,1,Page View,2025-03-11,20250311,58.68,24.25,66.98
601,1,Page View,2025-03-05,20250305,53.1,63.79,5.25
602,1,Page View,2025-02-08,20250208,41.33,71.74,10.05
603,1,Page View,2025-01-24,20250124,77.08,0.52,55.04
604,1,Page View,2025-02-07,20250207,92.91,40.69,93.5
604,2,CTA Click,2025-02-08,20250208,92.91,40.69,93.5
604,3,Signup,2025-02-11,20250211,92.91,40.69,93.5
604,4,First Data Connection,2025-02-16,20250216,92.91,40.69,93.5
604,5,First Dashboard Created,2025-02-21,20250221,92.91,40.69,93.5
604,6,Features Engagement,2025-02-27,20250227,92.91,40.69,93.5
605,1,Page View,2025-03-11,20250311,87.84,47.74,19.95
605,2,CTA Click,2025-03-16,20250316,87.84,47.74,19.95
606,1,Page View,2025-02-01,20250201,96.39,32.12,64.59
607,1,Page View,2025-01-18,20250118,90.79,8.95,57.41
607,2,CTA Click,2025-01-21,20250121,90.79,8.95,57.41
608,1,Page View,2025-03-21,20250321,53.52,72.31,93.67
609,1,Page View,2025-03-04,20250304,91.32,17.51,88.22
610,1,Page View,2025-03-21,20250321,17.58,91.96,99.72
611,1,Page View,2025-03-03,20250303,39.7,49.54,93.66
611,2,CTA Click,2025-03-10,20250310,39.7,49.54,93.66
611,3,Signup,2025-03-17,20250317,39.7,49.54,93.66
612,1,Page View,2025-01-29,20250129,96.21,92.6,87.67
613,1,Page View,2025-01-19,20250119,0.93,56.8,10.73
614,1,Page View,2025-03-19,20250319,98.3,28.46,98.91
615,1,Page View,2025-02-12,20250212,54.33,49.39,93.86
615,2,CTA Click,2025-02-18,20250218,54.33,49.39,93.86
615,3,Signup,2025-02-20,20250220,54.33,49.39,93.86
615,4,First Data Connection,2025-02-22,20250222,54.33,49.39,93.86
616,1,Page View,2025-03-24,20250324,85.11,46.8,19.28
616,2,CTA Click,2025-03-27,20250327,85.11,46.8,19.28
617,1,Page View,2025-01-01,20250101,11.26,16.25,45.89
617,2,CTA Click,2025-01-07,20250107,11.26,16.25,45.89
617,3,Signup,2025-01-15,20250115,11.26,16.25,45.89
617,4,First Data Connection,2025-01-16,20250116,11.26,16.25,45.89
617,5,First Dashboard Created,2025-01-23,20250123,11.26,16.25,45.89
617,6,Features Engagement,2025-01-26,20250126,11.26,16.25,45.89
618,1,Page View,2025-01-31,20250131,25.73,18.62,73.66
619,1,Page View,2025-02-12,20250212,79.08,56.78,75.73
620,1,Page View,2025-02-16,20250216,17.55,85.61,89.7
621,1,Page View,2025-03-23,20250323,82.7,51.53,8.67
622,1,Page View,2025-03-26,20250326,66.93,18.48,14.06
623,1,Page View,2025-01-07,20250107,32.36,24.8,26.08
624,1,Page View,2025-03-27,20250327,23.55,75.38,95.4
625,1,Page View,2025-01-14,20250114,30.19,72.29,1.14
626,1,Page View,2025-02-10,20250210,65.37,69.28,6.21
627,1,Page View,2025-03-09,20250309,11.82,30.68,40.54
627,2,CTA Click,2025-03-15,20250315,11.82,30.68,40.54
627,3,Signup,2025-03-20,20250320,11.82,30.68,40.54
628,1,Page View,2025-03-21,20250321,50.25,89.51,70.36
629,1,Page View,2025-01-19,20250119,31.1,11.74,91.61
630,1,Page View,2025-02-18,20250218,29.5,61.46,21.91
631,1,Page View,2025-01-27,20250127,13.36,15.32,74.77
631,2,CTA Click,2025-01-31,20250131,13.36,15.32,74.77
632,1,Page View,2025-01-04,20250104,60.57,41.58,54.92
633,1,Page View,2025-01-11,20250111,47.08,53.75,66.41
633,2,CTA Click,2025-01-17,20250117,47.08,53.75,66.41
634,1,Page View,2025-03-13,20250313,21.84,24.75,75.47
635,1,Page View,2025-01-08,20250108,87.31,8.19,44.67
636,1,Page View,2025-02-15,20250215,70.38,7.81,56.42
637,1,Page View,2025-02-22,20250222,6.18,54.76,50.55
638,1,Page View,2025-01-06,20250106,57.27,14.99,32.81
639,1,Page View,2025-02-15,20250215,52.03,11.62,20.54
639,2,CTA Click,2025-02-20,20250220,52.03,11.62,20.54
640,1,Page View,2025-02-10,20250210,58.31,9.09,51.04
640,2,CTA Click,2025-02-14,20250214,58.31,9.09,51.04
641,1,Page View,2025-03-31,20250331,80.87,45.34,51.32
642,1,Page View,2025-02-24,20250224,45.68,5.77,46.24
642,2,CTA Click,2025-02-27,20250227,45.68,5.77,46.24
643,1,Page View,2025-02-25,20250225,80.69,72.33,39.59
644,1,Page View,2025-03-20,20250320,81.65,74.58,57.83
644,2,CTA Click,2025-03-27,20250327,81.65,74.58,57.83
644,3,Signup,2025-03-28,20250328,81.65,74.58,57.83
644,4,First Data Connection,2025-04-02,20250402,81.65,74.58,57.83
644,5,First Dashboard Created,2025-04-04,20250404,81.65,74.58,57.83
644,6,Features Engagement,2025-04-06,20250406,81.65,74.58,57.83
644,7,Paid Conversion,2025-04-09,20250409,81.65,74.58,57.83
645,1,Page View,2025-01-25,20250125,4.53,34.45,6.38
646,1,Page View,2025-03-30,20250330,99.41,93.46,6.9
647,1,Page View,2025-02-05,20250205,93.38,3.17,40.89
648,1,Page View,2025-03-10,20250310,76.9,76.58,97.83
649,1,Page View,2025-02-21,20250221,64.59,42.04,99.29
650,1,Page View,2025-01-09,20250109,38.25,86.96,90.68
651,1,Page View,2025-01-15,20250115,37.56,68.27,66.18
651,2,CTA Click,2025-01-23,20250123,37.56,68.27,66.18
651,3,Signup,2025-01-31,20250131,37.56,68.27,66.18
651,4,First Data Connection,2025-02-07,20250207,37.56,68.27,66.18
652,1,Page View,2025-01-17,20250117,53.93,65.35,34.78
652,2,CTA Click,2025-01-20,20250120,53.93,65.35,34.78
653,1,Page View,2025-01-26,20250126,17.85,53.73,52.88
654,1,Page View,2025-02-15,20250215,72.79,22.27,0.35
655,1,Page View,2025-03-14,20250314,2.27,29.84,67.35
656,1,Page View,2025-03-08,20250308,54.44,53.19,82.34
657,1,Page View,2025-01-15,20250115,24.75,34.62,27.56
658,1,Page View,2025-03-19,20250319,93.74,72.5,11.28
659,1,Page View,2025-02-21,20250221,80.95,41.92,76.61
660,1,Page View,2025-02-21,20250221,88.38,1.56,20.61
661,1,Page View,2025-02-11,20250211,10.09,3.36,59.78
661,2,CTA Click,2025-02-17,20250217,10.09,3.36,59.78
661,3,Signup,2025-02-25,20250225,10.09,3.36,59.78
661,4,First Data Connection,2025-02-28,20250228,10.09,3.36,59.78
661,5,First Dashboard Created,2025-03-03,20250303,10.09,3.36,59.78
661,6,Features Engagement,2025-03-07,20250307,10.09,3.36,59.78
662,1,Page View,2025-03-07,20250307,70.33,4.87,74.05
663,1,Page View,2025-02-27,20250227,40.23,23.43,21.73
663,2,CTA Click,2025-03-06,20250306,40.23,23.43,21.73
664,1,Page View,2025-01-18,20250118,86.37,5.64,50.39
665,1,Page View,2025-01-01,20250101,28.93,81.58,73.15
666,1,Page View,2025-01-10,20250110,31.89,59.79,67.25
667,1,Page View,2025-02-04,20250204,32.07,30.18,14.33
668,1,Page View,2025-01-04,20250104,66.02,22.1,30.05
669,1,Page View,2025-02-27,20250227,6.1,94.85,87.97
670,1,Page View,2025-03-03,20250303,91.16,62.6,42.72
670,2,CTA Click,2025-03-05,20250305,91.16,62.6,42.72
670,3,Signup,2025-03-07,20250307,91.16,62.6,42.72
670,4,First Data Connection,2025-03-09,20250309,91.16,62.6,42.72
670,5,First Dashboard Created,2025-03-16,20250316,91.16,62.6,42.72
670,6,Features Engagement,2025-03-21,20250321,91.16,62.6,42.72
671,1,Page View,2025-02-15,20250215,49.56,97.23,94.16
672,1,Page View,2025-03-31,20250331,67.13,78.58,31.87
673,1,Page View,2025-03-06,20250306,41.63,14.92,37.65
674,1,Page View,2025-03-17,20250317,75.44,47.35,84.93
675,1,Page View,2025-02-07,20250207,30.07,70.76,80.58
675,2,CTA Click,2025-02-11,20250211,30.07,70.76,80.58
676,1,Page View,2025-01-26,20250126,91.47,56.24,96.78
676,2,CTA Click,2025-01-29,20250129,91.47,56.24,96.78
676,3,Signup,2025-01-31,20250131,91.47,56.24,96.78
676,4,First Data Connection,2025-02-03,20250203,91.47,56.24,96.78
676,5,First Dashboard Created,2025-02-07,20250207,91.47,56.24,96.78
676,6,Features Engagement,2025-02-14,20250214,91.47,56.24,96.78
677,1,Page View,2025-02-11,20250211,55.73,13.41,24.29
678,1,Page View,2025-03-30,20250330,20.33,64.67,92.22
679,1,Page View,2025-01-08,20250108,84.71,9.25,72.46
680,1,Page View,2025-03-17,20250317,19.05,26.85,67.37
680,2,CTA Click,2025-03-21,20250321,19.05,26.85,67.37
681,1,Page View,2025-01-01,20250101,60.29,87.36,18.82
682,1,Page View,2025-03-09,20250309,76.17,72.43,55.89
683,1,Page View,2025-02-20,20250220,47.94,86.95,33.3
684,1,Page View,2025-02-09,20250209,95.7,1.53,93.72
685,1,Page View,2025-01-01,20250101,96.21,11.73,99.96
686,1,Page View,2025-02-21,20250221,47.89,24.26,60.44
687,1,Page View,2025-02-08,20250208,20.45,91.51,55.21
688,1,Page View,2025-03-04,20250304,77.55,38.07,53.37
688,2,CTA Click,2025-03-06,20250306,77.55,38.07,53.37
688,3,Signup,2025-03-11,20250311,77.55,38.07,53.37
688,4,First Data Connection,2025-03-13,20250313,77.55,38.07,53.37
688,5,First Dashboard Created,2025-03-21,20250321,77.55,38.07,53.37
688,6,Features Engagement,2025-03-27,20250327,77.55,38.07,53.37
688,7,Paid Conversion,2025-03-30,20250330,77.55,38.07,53.37
689,1,Page View,2025-01-30,20250130,35.93,26.16,51.28
690,1,Page View,2025-03-03,20250303,49.73,9.86,98.13
690,2,CTA Click,2025-03-09,20250309,49.73,9.86,98.13
690,3,Signup,2025-03-13,20250313,49.73,9.86,98.13
691,1,Page View,2025-01-14,20250114,46.95,83.97,91.43
691,2,CTA Click,2025-01-15,20250115,46.95,83.97,91.43
692,1,Page View,2025-02-07,20250207,37.07,41.39,56.25
693,1,Page View,2025-02-18,20250218,22.13,14.59,26.08
694,1,Page View,2025-01-02,20250102,93.48,57.91,41.76
694,2,CTA Click,2025-01-04,20250104,93.48,57.91,41.76
694,3,Signup,2025-01-05,20250105,93.48,57.91,41.76
694,4,First Data Connection,2025-01-12,20250112,93.48,57.91,41.76
694,5,First Dashboard Created,2025-01-16,20250116,93.48,57.91,41.76
694,6,Features Engagement,2025-01-19,20250119,93.48,57.91,41.76
695,1,Page View,2025-03-07,20250307,15.24,32.99,37.98
696,1,Page View,2025-02-26,20250226,83.34,49.93,65.46
697,1,Page View,2025-01-14,20250114,68.48,25.73,82.16
698,1,Page View,2025-03-30,20250330,96.65,64.17,49.06
699,1,Page View,2025-03-04,20250304,16.82,79.5,16.93
700,1,Page View,2025-01-05,20250105,72.03,48.83,91.69
701,1,Page View,2025-01-17,20250117,54.21,64.18,5.87
702,1,Page View,2025-03-21,20250321,3.38,84.67,94.52
703,1,Page View,2025-03-19,20250319,66.82,76.43,41.24
704,1,Page View,2025-01-20,20250120,84.25,23.14,70.72
705,1,Page View,2025-03-13,20250313,0.91,50.57,37.32
705,2,CTA Click,2025-03-20,20250320,0.91,50.57,37.32
706,1,Page View,2025-02-25,20250225,61.78,66.68,61.65
706,2,CTA Click,2025-03-03,20250303,61.78,66.68,61.65
706,3,Signup,2025-03-06,20250306,61.78,66.68,61.65
706,4,First Data Connection,2025-03-13,20250313,61.78,66.68,61.65
706,5,First Dashboard Created,2025-03-18,20250318,61.78,66.68,61.65
706,6,Features Engagement,2025-03-21,20250321,61.78,66.68,61.65
707,1,Page View,2025-02-10,20250210,48.32,48.79,0.66
708,1,Page View,2025-02-12,20250212,55.16,1.19,52.94
709,1,Page View,2025-01-10,20250110,27.47,97.75,1.71
710,1,Page View,2025-03-17,20250317,81.32,67.4,80.62
711,1,Page View,2025-01-08,20250108,90.98,10.7,9.63
711,2,CTA Click,2025-01-09,20250109,90.98,10.7,9.63
711,3,Signup,2025-01-11,20250111,90.98,10.7,9.63
712,1,Page View,2025-01-28,20250128,14.89,19.19,52.65
713,1,Page View,2025-01-21,20250121,81.52,26.73,39.69
714,1,Page View,2025-02-13,20250213,37.31,40.6,56.5
715,1,Page View,2025-03-01,20250301,99.02,22.59,68.4
715,2,CTA Click,2025-03-07,20250307,99.02,22.59,68.4
715,3,Signup,2025-03-12,20250312,99.02,22.59,68.4
715,4,First Data Connection,2025-03-19,20250319,99.02,22.59,68.4
715,5,First Dashboard Created,2025-03-24,20250324,99.02,22.59,68.4
716,1,Page View,2025-01-01,20250101,84.79,65.37,85.82
717,1,Page View,2025-02-21,20250221,75.96,9.35,37.93
718,1,Page View,2025-03-15,20250315,55.27,5.61,0.95
719,1,Page View,2025-03-16,20250316,17.14,49.99,43.39
720,1,Page View,2025-01-19,20250119,78.44,56.59,85.8
721,1,Page View,2025-03-30,20250330,9.54,52.82,4.26
722,1,Page View,2025-03-07,20250307,21.14,86.81,88.76
723,1,Page View,2025-01-28,20250128,47.55,4.66,7.43
724,1,Page View,2025-03-01,20250301,92.56,89.93,56.35
725,1,Page View,2025-03-13,20250313,3.29,92.88,31.45
726,1,Page View,2025-03-18,20250318,96.15,58.7,75.23
727,1,Page View,2025-01-07,20250107,71.27,39.83,7.69
728,1,Page View,2025-02-01,20250201,16.25,24.05,83.47
729,1,Page View,2025-03-29,20250329,38.92,89.65,33.17
729,2,CTA Click,2025-04-01,20250401,38.92,89.65,33.17
730,1,Page View,2025-01-10,20250110,75.56,14.0,98.85
731,1,Page View,2025-02-06,20250206,72.42,50.08,97.43
731,2,CTA Click,2025-02-08,20250208,72.42,50.08,97.43
731,3,Signup,2025-02-13,20250213,72.42,50.08,97.43
732,1,Page View,2025-01-15,20250115,5.37,43.71,83.87
732,2,CTA Click,2025-01-17,20250117,5.37,43.71,83.87
732,3,Signup,2025-01-22,20250122,5.37,43.71,83.87
733,1,Page View,2025-03-11,20250311,34.06,76.9,95.49
734,1,Page View,2025-01-27,20250127,39.67,77.36,2.96
735,1,Page View,2025-03-09,20250309,27.33,99.26,49.06
736,1,Page View,2025-01-11,20250111,35.58,94.11,43.18
737,1,Page View,2025-01-17,20250117,67.97,66.07,8.57
738,1,Page View,2025-01-29,20250129,61.86,79.81,71.31
739,1,Page View,2025-03-03,20250303,8.2,15.42,71.17
739,2,CTA Click,2025-03-09,20250309,8.2,15.42,71.17
740,1,Page View,2025-01-09,20250109,63.39,73.97,31.67
740,2,CTA Click,2025-01-14,20250114,63.39,73.97,31.67
740,3,Signup,2025-01-18,20250118,63.39,73.97,31.67
741,1,Page View,2025-01-28,20250128,10.66,0.52,30.83
741,2,CTA Click,2025-01-29,20250129,10.66,0.52,30.83
742,1,Page View,2025-02-12,20250212,35.99,26.98,13.25
743,1,Page View,2025-02-27,20250227,18.74,44.88,55.47
743,2,CTA Click,2025-03-02,20250302,18.74,44.88,55.47
743,3,Signup,2025-03-03,20250303,18.74,44.88,55.47
744,1,Page View,2025-03-13,20250313,40.8,2.63,35.39
744,2,CTA Click,2025-03-20,20250320,40.8,2.63,35.39
744,3,Signup,2025-03-22,20250322,40.8,2.63,35.39
744,4,First Data Connection,2025-03-28,20250328,40.8,2.63,35.39
744,5,First Dashboard Created,2025-04-01,20250401,40.8,2.63,35.39
744,6,Features Engagement,2025-04-06,20250406,40.8,2.63,35.39
744,7,Paid Conversion,2025-04-08,20250408,40.8,2.63,35.39
745,1,Page View,2025-02-09,20250209,9.31,59.8,32.44
746,1,Page View,2025-01-24,20250124,38.52,29.18,38.78
747,1,Page View,2025-03-06,20250306,8.47,90.11,90.52
748,1,Page View,2025-03-25,20250325,97.82,57.2,16.96
748,2,CTA Click,2025-03-31,20250331,97.82,57.2,16.96
749,1,Page View,2025-01-14,20250114,38.07,13.88,30.11
750,1,Page View,2025-03-26,20250326,49.31,6.33,43.47
751,1,Page View,2025-03-03,20250303,42.11,48.42,7.69
752,1,Page View,2025-03-28,20250328,25.17,24.66,62.5
753,1,Page View,2025-01-29,20250129,59.38,19.55,10.7
754,1,Page View,2025-03-01,20250301,30.47,94.88,33.22
755,1,Page View,2025-03-18,20250318,62.02,80.41,32.95
755,2,CTA Click,2025-03-24,20250324,62.02,80.41,32.95
756,1,Page View,2025-01-06,20250106,33.47,81.55,85.95
756,2,CTA Click,2025-01-11,20250111,33.47,81.55,85.95
757,1,Page View,2025-02-15,20250215,97.42,13.61,32.07
758,1,Page View,2025-01-18,20250118,94.73,20.09,31.42
759,1,Page View,2025-02-24,20250224,96.46,96.87,29.14
759,2,CTA Click,2025-03-02,20250302,96.46,96.87,29.14
760,1,Page View,2025-01-12,20250112,69.5,49.1,57.59
761,1,Page View,2025-03-15,20250315,24.24,37.61,81.65
761,2,CTA Click,2025-03-20,20250320,24.24,37.61,81.65
762,1,Page View,2025-03-29,20250329,39.29,11.39,56.39
763,1,Page View,2025-01-27,20250127,59.22,54.56,68.17
764,1,Page View,2025-02-13,20250213,55.01,95.3,46.16
765,1,Page View,2025-01-12,20250112,70.84,43.85,29.13
766,1,Page View,2025-02-21,20250221,69.28,81.9,79.57
767,1,Page View,2025-03-19,20250319,40.91,49.93,63.33
768,1,Page View,2025-03-27,20250327,24.2,65.87,71.52
769,1,Page View,2025-03-29,20250329,78.91,7.4,99.07
770,1,Page View,2025-01-08,20250108,47.92,40.08,50.66
770,2,CTA Click,2025-01-09,20250109,47.92,40.08,50.66
770,3,Signup,2025-01-12,20250112,47.92,40.08,50.66
770,4,First Data Connection,2025-01-19,20250119,47.92,40.08,50.66
770,5,First Dashboard Created,2025-01-23,20250123,47.92,40.08,50.66
770,6,Features Engagement,2025-01-30,20250130,47.92,40.08,50.66
771,1,Page View,2025-02-10,20250210,92.04,69.17,54.36
772,1,Page View,2025-02-16,20250216,79.07,35.95,89.55
772,2,CTA Click,2025-02-19,20250219,79.07,35.95,89.55
772,3,Signup,2025-02-24,20250224,79.07,35.95,89.55
772,4,First Data Connection,2025-02-26,20250226,79.07,35.95,89.55
773,1,Page View,2025-03-19,20250319,53.69,63.82,8.5
774,1,Page View,2025-02-09,20250209,76.9,65.76,35.5
775,1,Page View,2025-03-18,20250318,64.7,4.43,98.36
776,1,Page View,2025-03-09,20250309,67.75,39.96,75.27
777,1,Page View,2025-01-30,20250130,96.57,43.05,1.05
778,1,Page View,2025-01-30,20250130,25.87,51.07,51.88
778,2,CTA Click,2025-02-02,20250202,25.87,51.07,51.88
778,3,Signup,2025-02-04,20250204,25.87,51.07,51.88
779,1,Page View,2025-01-05,20250105,58.05,57.52,44.58
779,2,CTA Click,2025-01-08,20250108,58.05,57.52,44.58
780,1,Page View,2025-03-02,20250302,39.11,77.23,58.86
780,2,CTA Click,2025-03-04,20250304,39.11,77.23,58.86
780,3,Signup,2025-03-08,20250308,39.11,77.23,58.86
780,4,First Data Connection,2025-03-10,20250310,39.11,77.23,58.86
780,5,First Dashboard Created,2025-03-12,20250312,39.11,77.23,58.86
780,6,Features Engagement,2025-03-13,20250313,39.11,77.23,58.86
781,1,Page View,2025-01-26,20250126,50.05,34.5,2.46
782,1,Page View,2025-03-10,20250310,10.45,41.6,96.17
783,1,Page View,2025-01-15,20250115,11.61,94.07,14.17
783,2,CTA Click,2025-01-19,20250119,11.61,94.07,14.17
783,3,Signup,2025-01-24,20250124,11.61,94.07,14.17
783,4,First Data Connection,2025-01-29,20250129,11.61,94.07,14.17
783,5,First Dashboard Created,2025-01-30,20250130,11.61,94.07,14.17
783,6,Features Engagement,2025-02-04,20250204,11.61,94.07,14.17
784,1,Page View,2025-02-01,20250201,31.19,45.53,20.69
784,2,CTA Click,2025-02-03,20250203,31.19,45.53,20.69
784,3,Signup,2025-02-09,20250209,31.19,45.53,20.69
784,4,First Data Connection,2025-02-15,20250215,31.19,45.53,20.69
784,5,First Dashboard Created,2025-02-21,20250221,31.19,45.53,20.69
785,1,Page View,2025-03-15,20250315,48.29,47.62,43.82
785,2,CTA Click,2025-03-20,20250320,48.29,47.62,43.82
785,3,Signup,2025-03-28,20250328,48.29,47.62,43.82
785,4,First Data Connection,2025-04-03,20250403,48.29,47.62,43.82
785,5,First Dashboard Created,2025-04-07,20250407,48.29,47.62,43.82
785,6,Features Engagement,2025-04-13,20250413,48.29,47.62,43.82
786,1,Page View,2025-01-12,20250112,69.68,31.89,30.03
787,1,Page View,2025-03-23,20250323,81.02,11.51,84.92
788,1,Page View,2025-02-01,20250201,64.8,67.71,16.44
789,1,Page View,2025-02-26,20250226,98.39,24.39,17.45
790,1,Page View,2025-03-16,20250316,16.01,55.98,95.85
790,2,CTA Click,2025-03-19,20250319,16.01,55.98,95.85
791,1,Page View,2025-02-13,20250213,23.19,40.5,18.45
792,1,Page View,2025-02-08,20250208,64.05,43.21,2.92
792,2,CTA Click,2025-02-11,20250211,64.05,43.21,2.92
792,3,Signup,2025-02-14,20250214,64.05,43.21,2.92
792,4,First Data Connection,2025-02-20,20250220,64.05,43.21,2.92
792,5,First Dashboard Created,2025-02-22,20250222,64.05,43.21,2.92
792,6,Features Engagement,2025-02-26,20250226,64.05,43.21,2.92
793,1,Page View,2025-02-06,20250206,61.41,19.73,59.22
794,1,Page View,2025-01-30,20250130,38.88,70.47,20.58
795,1,Page View,2025-03-12,20250312,75.23,80.87,6.26
796,1,Page View,2025-01-29,20250129,10.18,87.2,18.7
796,2,CTA Click,2025-01-31,20250131,10.18,87.2,18.7
797,1,Page View,2025-02-27,20250227,32.6,45.76,26.24
798,1,Page View,2025-01-30,20250130,86.26,52.77,63.91
799,1,Page View,2025-01-07,20250107,59.7,61.13,58.7
799,2,CTA Click,2025-01-12,20250112,59.7,61.13,58.7
799,3,Signup,2025-01-13,20250113,59.7,61.13,58.7
799,4,First Data Connection,2025-01-18,20250118,59.7,61.13,58.7
799,5,First Dashboard Created,2025-01-22,20250122,59.7,61.13,58.7
799,6,Features Engagement,2025-01-25,20250125,59.7,61.13,58.7
800,1,Page View,2025-01-14,20250114,34.79,84.55,61.74
800,2,CTA Click,2025-01-16,20250116,34.79,84.55,61.74
801,1,Page View,2025-02-17,20250217,81.37,70.6,29.74
802,1,Page View,2025-01-30,20250130,61.45,8.48,13.39
802,2,CTA Click,2025-02-04,20250204,61.45,8.48,13.39
803,1,Page View,2025-03-18,20250318,11.79,30.54,18.3
804,1,Page View,2025-03-04,20250304,69.34,51.08,41.82
805,1,Page View,2025-03-05,20250305,13.79,38.37,18.58
806,1,Page View,2025-02-17,20250217,63.55,69.34,64.53
807,1,Page View,2025-01-12,20250112,99.99,55.49,48.96
808,1,Page View,2025-01-07,20250107,14.03,31.46,45.1
